,team1,team2,elo1,elo2
103,99566405130451785,103461966975897718,1356.2736088856125,1653.3064614736677
104,99566405123587075,103461966981927044,1525.987498703764,1549.7904184961199
105,99566405124618295,103461966981927044,1506.7095170589791,1564.4861329641628
106,99566405126602853,103461966981927044,1462.1085481702457,1576.4123157323113
107,99566405127798575,103461966981927044,1456.1115081475373,1587.5440647322398
108,99566405128626825,103461966981927044,1360.5776346958646,1594.5821827569491
109,99566405129589291,103461966981927044,1357.3603420550642,1601.291511557799
110,99566405130451785,103461966981927044,1349.9963215342739,1607.5687989091375
111,99566405124618295,99566405123587075,1491.5963909543477,1541.1006248083954
112,99566405126602853,99566405123587075,1449.6848575426548,1553.5243154359864
113,99566405128626825,99566405123587075,1352.649884188827,1561.452065943024
114,99566405127798575,99566405124618295,1473.7399889380333,1473.9679101638517
115,99566405126602853,99566405124618295,1466.8013160949347,1456.8514516115717
116,99566405123587075,99566405130451785,1536.761602997118,1374.68678448018
117,98767991877340524,98926509892121852,1516.0,1484.0
118,98926509885559666,98767991877340524,1484.736306793522,1531.263693206478
119,98926509884398584,98767991877340524,1485.4358728782763,1545.8278203282016
120,98767991877340524,98926509883054987,1559.729526119354,1486.0982942088476
121,98767991930907107,98767991877340524,1486.7238645358739,1573.00566158348
122,98767991860392497,99294153828264740,1484.0,1516.0
123,98767991860392497,99294153824386385,1500.736306793522,1483.263693206478
124,98926509892121852,98767991860392497,1468.7701398146428,1515.9661669788793
125,98926509885559666,98767991860392497,1502.17063413821,1498.5318396341913
126,98926509884398584,98767991860392497,1502.0386789771735,1481.9290335352941
127,98926509883054987,98767991860392497,1501.9063018750253,1466.1210258691165
128,98767991930907107,98767991860392497,1501.776179323784,1451.0687110812064
129,98767991860392497,98767991877340524,1472.4643765041012,1551.6099961605853
130,99294153828264740,103461966951059521,1531.263693206478,1484.736306793522
131,103461966951059521,99294153824386385,1500.6684908377624,1467.3315091622376
132,103461966951059521,98926509892121852,1515.2036310552432,1454.234999597162
133,98926509885559666,103461966951059521,1486.770544465292,1530.6037207281613
134,98926509884398584,103461966951059521,1487.3511917406895,1545.2912079646453
135,103461966951059521,98926509883054987,1559.3035794883376,1487.893930351333
136,103461966951059521,98767991930907107,1572.6782925178486,1488.401466294273
137,98767991860392497,103461966951059521,1492.9555330765068,1552.187135945443
138,99294153828264740,99294153824386385,1544.352293652366,1454.2429087163496
139,98926509892121852,99294153828264740,1474.2944245292356,1524.2928687202923
140,98926509892121852,99294153824386385,1489.372041958029,1439.165291287556
141,99294153828264740,98926509885559666,1538.5715887130286,1472.4918244725557
142,98767991877340524,99294153824386385,1562.6052569013164,1428.170030546825
143,98926509885559666,99294153824386385,1454.461730875738,1446.2001241436426
144,98767991877340524,99294153828264740,1577.5002275779602,1523.6766180363848
145,98767991930907107,98926509884398584,1504.3530995109875,1471.399558523975
146,98767991877340524,103461966951059521,1560.3365748418225,1569.3507886815808
147,98767991860392497,103461966951059521,1480.4180411437965,1581.888280614291
148,103461966951059521,99294153828264740,1595.2323405038564,1510.3325581468193
149,99294153824386385,98926509883054987,1464.1110306441817,1469.9830238507939
150,99294153828264740,98926509892121852,1525.368460069109,1474.3361400357394
151,98926509883054987,98767991930907107,1487.5606812789665,1486.7754420828148
152,99294153824386385,99294153828264740,1450.903166914839,1538.5763237984518
153,99294153828264740,98926509892121852,1551.6512121827395,1461.2612516514516
154,99294153824386385,98926509892121852,1467.380033071751,1444.7843854945395
155,98926509885559666,99294153828264740,1474.8242700925928,1531.2886729658849
156,99294153824386385,98926509885559666,1451.7228004042597,1490.4815027600841
157,98926509892121852,98926509885559666,1462.8767638333275,1472.3891244212962
158,99294153828264740,98926509884398584,1544.5576726737945,1458.1305588160653
159,98926509884398584,99294153824386385,1441.8355040890997,1468.0178551312254
160,98926509892121852,98926509884398584,1477.9089609301138,1426.8033069923133
161,98926509885559666,98926509884398584,1454.3017841844833,1444.8906472291262
162,98926509883054987,99294153828264740,1474.1621936984536,1557.9561602543074
163,99294153824386385,98926509883054987,1484.30078288415,1457.879265945529
164,98926509883054987,98926509892121852,1442.8006469664672,1492.9875799091756
165,98926509885559666,98926509883054987,1469.7723306206283,1427.3301005303222
166,98926509883054987,98926509884398584,1444.1381056580199,1428.0826421014285
167,99294153828264740,98767991930907107,1570.7232729409945,1474.0083293961277
168,99294153824386385,98767991930907107,1499.826936490112,1458.4821757901657
169,98926509892121852,98767991930907107,1507.40375120519,1444.0660044941512
170,98767991930907107,98926509885559666,1461.2476690711658,1452.5906660436137
171,98767991930907107,98926509883054987,1444.4603808720049,1460.9253938571808
172,98926509885559666,98926509892121852,1471.0941658186775,1488.9002514301262
173,98926509884398584,99294153828264740,1418.3057125490081,1580.500202493415
174,98926509884398584,99294153824386385,1405.992492738244,1512.1401563008762
175,98926509892121852,103461966951059521,1477.6496575433157,1606.482934390667
176,103461966951059521,98926509885559666,1616.545582413927,1461.0315177954176
177,103461966951059521,98926509884398584,1591.8844661356006,1430.6536090165703
178,98926509883054987,103461966951059521,1482.6860150807568,1570.1238449120247
179,103461966951059521,98767991930907107,1580.576637486718,1434.0075882973115
180,103461966951059521,98767991877340524,1563.645601141331,1577.2676111872095
181,103461966951059521,98767991860392497,1543.8844981754467,1500.179144109681
182,99566405124618295,103461966975897718,1481.0435271205256,1629.1143859647138
183,103461966975897718,99566405126602853,1606.1397684406038,1489.7759336190447
184,103461966975897718,99566405127798575,1584.3214870413835,1495.5582703372536
185,99566405128626825,103461966975897718,1377.975867245549,1558.9955039846616
186,99566405129589291,103461966975897718,1349.7270891602095,1566.6287568795162
187,99566405130451785,103461966975897718,1398.7244921512254,1542.5910492084708
188,103461966981927044,99566405123587075,1588.3524142412634,1555.977987664992
189,99566405124618295,103461966981927044,1501.8339185405077,1567.5620228212813
190,103461966981927044,99566405126602853,1580.038517262232,1477.299439178094
191,103461966981927044,99566405127798575,1592.2229600292317,1483.373827570254
192,103461966981927044,99566405128626825,1567.4422696671072,1402.7565576076734
193,99566405129589291,103461966981927044,1342.6187782325421,1574.5505805947746
194,99566405130451785,103461966981927044,1422.1945089001506,1551.0805638458494
195,99566405123587075,99566405124618295,1537.5045519496746,1520.3073542558252
196,99566405123587075,99566405126602853,1518.7594255624906,1496.044565565278
197,99566405127798575,99566405123587075,1500.997783359178,1501.1354697735667
198,99566405128626825,99566405123587075,1391.1697525096029,1512.7222748716372
199,99566405123587075,99566405129589291,1489.4599277930847,1365.8811253110946
200,103461966951059521,99294153824386385,1526.426671612319,1529.5979828640038
201,103461966951059521,99294153828264740,1544.8969364523684,1562.0299376533656
202,98767991877340524,98767991860392497,1589.774687765771,1487.6720675311194
203,98767991860392497,98767991930907107,1469.2201945248116,1452.4594613036193
204,98926509892121852,98926509884398584,1491.4985132068334,1416.8047533530525
205,98926509884398584,98926509885559666,1402.830540983575,1475.005730164895
206,99294153828264740,98926509883054987,1542.4382381873504,1502.277714546772
207,98926509883054987,99294153824386385,1487.533272627427,1544.3424247833486
208,98926509892121852,98926509883054987,1507.315915057835,1471.7158707764256
209,98926509883054987,98926509885559666,1487.8673698722919,1458.8542310690289
210,98926509884398584,98926509883054987,1390.6702628693072,1500.0276479865597
211,98767991930907107,99294153828264740,1472.5129172991162,1522.3847821918534
212,98767991930907107,99294153824386385,1491.7744518168452,1525.0808902656197
213,98767991930907107,98926509892121852,1476.489685664177,1522.6006812105031
214,98926509885559666,98767991930907107,1443.665676997773,1491.6782397354327
215,98926509884398584,98767991930907107,1379.1950844230762,1503.1534181816637
216,99566405130451785,99566405127798575,1409.762557001327,1513.4297352580015
217,98926509883054987,98767991930907107,1516.1715911400813,1487.009475028142
218,99294153824386385,98767991877340524,1512.0261885409932,1602.8293894903975
219,98767991877340524,98926509892121852,1615.1990195863207,1510.23105111458
220,98767991877340524,98926509885559666,1623.8844893512342,1434.9802072328596
221,98767991877340524,98926509884398584,1630.1713239098374,1372.908249864473
222,98926509883054987,98767991877340524,1505.2408447383373,1641.1020703115814
223,98767991877340524,98767991930907107,1650.4372212287296,1477.674324110994
224,99294153828264740,98767991860392497,1503.9553943832955,1487.6495823333696
225,99294153824386385,98767991860392497,1494.9054427448868,1504.770328129476
226,98767991860392497,98926509892121852,1489.021783010938,1525.979596233118
227,98926509885559666,98767991860392497,1453.4490355434878,1470.5529547003098
228,98767991860392497,98926509884398584,1482.1710171146135,1361.2901874501692
229,98767991860392497,98926509883054987,1499.2318633060772,1488.1799985468735
230,99294153828264740,98767991877340524,1494.327949832006,1660.0646657800191
231,99566405130451785,99566405127798575,1430.399799778674,1492.7924924806546
232,99566405127798575,99566405130451785,1464.5282986450247,1458.6639936143038
233,99566405130451785,99566405127798575,1483.0690469895042,1440.1232452698243
234,98767991866488695,99322214695067838,1484.0,1516.0
235,98767991866488695,99322214689444546,1500.736306793522,1483.263693206478
236,98767991940181526,98767991866488695,1484.0339081301693,1516.7023986633528
237,98767991866488695,98767991926151025,1501.0384162115845,1539.6639824517683
238,99322214695067838,103461966965149786,1498.1660277196065,1493.8339722803935
239,99322214689444546,103461966965149786,1467.7503224145644,1509.347343072307
240,103461966965149786,98767991940181526,1524.1836746098036,1469.1975765926727
241,103461966965149786,98767991926151025,1540.8960977526194,1522.9515593089525
242,98767991866488695,103461966965149786,1518.8659202911806,1523.0685936730233
243,99322214695067838,101383793574360315,1482.2504844798614,1515.9155432397451
244,101383793574360315,99322214689444546,1497.7115538850262,1485.9543117692833
245,101383793574360315,98767991940181526,1512.4013769303244,1454.5077535473745
246,98767991926151025,101383793574360315,1538.465854733407,1496.88708150587
247,98767991866488695,101383793574360315,1533.8551053774324,1481.897896419618
248,101383793574360315,103461966965149786,1499.7850522283254,1505.181437864316
249,101383793572656373,99322214695067838,1515.183314969161,1467.0671695107003
250,101383793572656373,99322214689444546,1529.8404362057695,1471.297190532675
251,101383793572656373,98767991940181526,1510.4246005370862,1473.9235892160577
252,98767991926151025,101383793572656373,1553.1773039049365,1495.7131513655568
253,101383793572656373,98767991866488695,1481.4626306887292,1548.10562605426
254,103461966965149786,101383793572656373,1488.0908401630113,1498.5532283900338
255,101383793574360315,101383793572656373,1515.728324881875,1482.6099557364842
256,101383793569248484,99322214695067838,1514.487913009909,1452.5792565007912
257,99322214689444546,101383793569248484,1457.276013915789,1528.509089626795
258,101383793569248484,98767991940181526,1542.015814970851,1460.4168638720018
259,98767991926151025,98767991940181526,1565.0042144896133,1448.589953287325
260,101383793569248484,98767991926151025,1527.0729276864004,1579.9471017740639
261,98767991926151025,99322214689444546,1590.5214942508721,1446.7016214389807
262,99322214689444546,98767991940181526,1462.7885814780132,1432.5029932482926
263,99322214689444546,101383793572656373,1447.7004004598507,1497.6981367546466
264,98767991940181526,101383793572656373,1419.4705910702633,1510.7305389326762
265,98767991926151025,101383793572656373,1570.9102512188397,1530.3417819647086
266,98767991866488695,101383793572656373,1531.288282888966,1547.1591251300026
267,103461966965149786,101383793572656373,1474.7851264151752,1560.4648388778387
268,101383793574360315,101383793572656373,1501.777206726245,1574.4159570334689
269,99322214695067838,101383793569248484,1439.9581963466146,1539.693987840577
270,99322214689444546,101383793569248484,1435.8405584332065,1551.553829867221
271,98767991940181526,101383793569248484,1409.27621867717,1561.7482022603144
272,98767991926151025,101383793569248484,1554.4884210479122,1578.170032431242
273,98767991866488695,101383793569248484,1517.4342584795331,1592.0240568406748
274,103461966965149786,101383793569248484,1463.9881777127305,1602.8210055431196
275,101383793574360315,101383793569248484,1490.3035459632074,1614.294666306157
276,101383793572656373,101383793569248484,1560.2444168360428,1628.4662065035832
277,99322214695067838,101383793567806688,1426.6960228640678,1513.2621734825468
278,99322214689444546,101383793567806688,1423.3480896489143,1525.754642266839
279,98767991940181526,101383793567806688,1398.447928689894,1536.582932254115
280,98767991926151025,101383793567806688,1537.6645720609506,1553.4067812410765
281,98767991866488695,101383793567806688,1503.0849600985061,1567.7560796221035
282,103461966965149786,101383793567806688,1452.6296689946064,1579.1145883402276
283,101383793574360315,101383793567806688,1478.3066345434954,1591.1114997599395
284,101383793572656373,101383793567806688,1545.662170383763,1605.6937462122194
285,101383793569248484,101383793567806688,1611.4189951532583,1622.7409575625443
286,99322214689444546,99322214695067838,1439.5022628992992,1410.5418496136829
287,98767991940181526,99322214695067838,1415.0046494941173,1393.9851288094596
288,98767991926151025,99322214695067838,1547.4009467118042,1384.248754158606
289,101383793569248484,98767991866488695,1590.5856638733915,1523.918291378373
290,101383793569248484,103461966965149786,1568.5466474072334,1474.6686854607644
291,101383793574360315,101383793569248484,1466.3713466256102,1580.4819353251187
292,101383793574360315,103461966965149786,1450.75338057369,1490.2866515126846
293,101383793572656373,99322214695067838,1554.721148620993,1375.189775921376
294,101383793572656373,99322214689444546,1565.6014430046662,1428.6219685156261
295,101383793572656373,98767991940181526,1543.0702030204482,1437.5358894783353
296,98767991926151025,101383793572656373,1563.2015189229753,1527.269630809277
297,98767991866488695,101383793572656373,1540.0726214762108,1511.1153007114392
298,101383793572656373,103461966965149786,1526.1572534223653,1475.2446988017584
299,101383793572656373,101383793574360315,1506.7382888849902,1470.1723451110652
300,99322214695067838,101383793569248484,1367.678208233872,1587.9935030126226
301,101383793569248484,99322214689444546,1597.1290112866168,1419.486460241632
302,98767991940181526,101383793569248484,1460.408705087901,1574.2561956770512
303,98767991926151025,101383793569248484,1579.7104338741844,1557.747280725842
304,98767991866488695,101383793569248484,1524.8858681920192,1572.9340340100337
305,101383793569248484,103461966965149786,1584.5501953455241,1463.628537466268
306,101383793569248484,101383793574360315,1595.4652821159907,1459.2572583405986
307,101383793569248484,101383793572656373,1607.4658220748468,1494.7377489261341
308,101383793567806688,99322214695067838,1628.7315927475445,1361.6875730488719
309,99322214689444546,101383793567806688,1412.1049062043028,1636.1131467848736
310,101383793567806688,98767991940181526,1612.6475116969657,1483.8743401758088
311,101383793567806688,98767991926151025,1595.135230857094,1597.222714714056
312,101383793567806688,98767991866488695,1575.943505180846,1544.0775938682673
313,103461966965149786,101383793567806688,1484.6278860444768,1554.9441566026371
314,101383793574360315,101383793567806688,1479.5556700922011,1534.6457448510346
315,101383793572656373,101383793567806688,1512.5675398025337,1516.815953974635
316,101383793569248484,101383793567806688,1619.3834588955615,1504.8983171539203
317,101383793574360315,98767991866488695,1466.493320803548,1557.1399431569205
318,101383793574360315,98767991926151025,1456.2447338423337,1607.4713016752703
319,101383793574360315,98767991940181526,1473.5144487494133,1466.6046252687293
320,99322214689444546,101383793574360315,1398.9038336968217,1486.7155212568944
321,101383793572656373,101383793569248484,1501.337255446115,1630.6137432519802
322,99322214695067838,101383793567806688,1383.9329122514398,1482.6529779513523
323,101383793567806688,99322214689444546,1462.8691904392338,1418.6876212089403
324,101383793567806688,98767991940181526,1447.0412069423685,1482.4326087655945
325,98767991926151025,101383793567806688,1616.5670865050497,1437.945422112589
326,101383793567806688,98767991866488695,1427.2288601267235,1567.856505142786
327,103461966965149786,101383793567806688,1498.0083521138552,1413.848394057345
328,101383793574360315,101383793567806688,1467.4082161683325,1433.155699145907
329,101383793567806688,101383793572656373,1452.2558805824692,1482.2370740095528
330,101383793567806688,101383793569248484,1443.8167650421879,1639.0528587922615
331,99322214695067838,99322214689444546,1369.528108558039,1433.092424902341
332,99322214695067838,98767991940181526,1358.5519425293216,1493.408774794312
333,99322214695067838,101383793572656373,1348.0188376944654,1492.770178844409
334,99322214689444546,98767991940181526,1419.842522882324,1506.658676814329
335,98767991926151025,99322214689444546,1592.3658553862094,1444.0437540011642
336,98767991926151025,98767991940181526,1572.4970541546325,1526.527478045906
337,99322214695067838,98767991866488695,1340.9778545366005,1574.897488300651
338,99322214689444546,98767991866488695,1433.8001525950665,1585.1410897067487
339,98767991866488695,98767991940181526,1598.4671526718325,1513.2014150808222
340,98767991926151025,98767991866488695,1589.6907989637489,1581.273407862716
341,99322214695067838,103461966965149786,1331.7541279094064,1507.2320787410492
342,99322214689444546,103461966965149786,1421.132347907622,1519.8998834284937
343,103461966965149786,98767991940181526,1503.5914457765748,1529.5098527327411
344,98767991926151025,103461966965149786,1601.804998007838,1491.4772467324856
345,98767991866488695,103461966965149786,1561.2278229280541,1511.5228316671476
346,101383793574360315,99322214695067838,1477.4603312774623,1321.7020128002766
347,99322214695067838,98767991926151025,1316.3818419314293,1607.1251688766854
348,98767991930907107,103461966951059521,1464.7319798684402,1557.839280694922
349,103461966965149786,101383793574360315,1493.9592021090627,1495.023960835547
350,98767991926151025,101383793574360315,1586.1347049247595,1516.014424787473
351,98767991926151025,103461966965149786,1597.9867314261812,1482.107175607641
352,98767991926151025,101383793569248484,1576.810341943818,1660.2292482746248
353,101383793569248484,98767991926151025,1630.5751080848545,1606.4644821335883
354,101383793569248484,98767991926151025,1652.9122734838577,1584.127316734585
355,101383793569248484,98767991926151025,1633.785356696536,1603.2542335219068
356,101383793569248484,98767991926151025,1616.3829545004778,1620.656635717965
357,98767991866488695,103461966965149786,1531.8549219396784,1511.4800765960167
358,103461966965149786,98767991866488695,1488.8859098374887,1554.4490886982067
359,103461966965149786,98767991866488695,1469.3618501466754,1573.97314838902
360,103461966965149786,98767991866488695,1458.0388876334025,1585.2961109022926
361,98767991866488695,103461966965149786,1595.6844333437978,1447.6505651918974
362,101383793569248484,101383793574360315,1585.6363820493925,1546.7609972385583
363,101383793574360315,101383793569248484,1525.4352624794665,1606.9621168084843
364,101383793574360315,101383793569248484,1506.965801044901,1625.43157824305
365,101383793574360315,101383793569248484,1496.2193179179344,1636.1780613700164
366,101383793569248484,101383793574360315,1614.0601265686482,1518.3372527193026
367,101383793574360315,98767991940181526,1495.1087626669955,1552.7383427850482
368,98767991940181526,101383793574360315,1524.7935443472081,1523.0535611048356
369,98767991940181526,101383793574360315,1500.673351567772,1547.1737538842717
370,98767991940181526,101383793574360315,1486.8020788564033,1561.0450265956404
371,98767991940181526,101383793574360315,1506.1699857272104,1541.6771197248333
372,99322214695067838,99322214689444546,1305.0647416984764,1432.449448140575
373,99322214695067838,98767991940181526,1297.4137441429177,1513.820983282769
374,99322214689444546,98767991940181526,1420.129700265301,1526.140731158043
375,99322214695067838,98767991926151025,1293.1059896481706,1624.964390212712
376,98767991926151025,103461966965149786,1633.440901846536,1439.1740535580734
377,99322214689444546,98767991926151025,1412.8802271373243,1640.6903749745127
378,103461966965149786,98767991926151025,1475.7182087223316,1604.1462198102545
379,98767991866488695,98767991926151025,1580.0740359815145,1619.7566171725377
380,99566405127798575,99566405130451785,1419.0748191516354,1504.117473107693
381,103461966981927044,103461966971048042,1542.3095727965863,1729.0443603007297
382,103461966981927044,103461966971048042,1534.1666506993988,1737.1872823979172
383,103461966981927044,103461966971048042,1570.7861609388142,1700.5677721585018
384,103461966981927044,103461966971048042,1555.356213868654,1715.997719228662
385,103461966971048042,103461966981927044,1681.6295151363431,1589.724417960973
386,99566405130451785,103461966971048042,1527.6480694994882,1658.098918744548
387,103461966971048042,99566405130451785,1636.3586788939506,1549.3883093500856
388,99566405130451785,103461966971048042,1579.2735950688284,1606.4733931752078
389,99566405130451785,103461966971048042,1557.148661422603,1628.5983268214331
390,103461966971048042,99566405130451785,1599.7311789073028,1586.0158093367336
391,101383793569248484,98767991866488695,1587.7199101363037,1606.414252413859
392,98767991866488695,101383793569248484,1629.1241377852414,1565.0100247649214
393,98767991866488695,101383793569248484,1600.7448885089625,1593.3892740412002
394,98767991866488695,101383793569248484,1616.4062005450019,1577.7279620051609
395,98767991866488695,101383793569248484,1630.6323238132177,1563.501838736945
396,98767991926151025,103461966965149786,1586.340191358851,1509.1346345360184
397,103461966965149786,98767991926151025,1490.3817219012733,1605.093103993596
398,98767991926151025,103461966965149786,1573.4450279352222,1522.029797959647
399,98767991926151025,103461966965149786,1587.0944032920906,1508.3804226027787
400,98767991926151025,103461966965149786,1567.530263047233,1527.9445628476365
401,98767991926151025,98767991866488695,1547.8418941264454,1650.3206927340052
402,98767991866488695,98767991926151025,1619.4400976526654,1578.7224892077852
403,98767991866488695,98767991926151025,1592.6402315286493,1605.5223553318012
404,98767991866488695,98767991926151025,1577.2332035471932,1620.9293833132574
405,98767991926151025,103461966965149786,1638.6553063543035,1510.2186398065903
406,98767991940181526,98767991926151025,1515.1483730626533,1649.6476644496934
407,99322214695067838,98767991866488695,1287.8877795186747,1582.451413676689
408,99322214689444546,98767991866488695,1404.1230972847566,1591.2085435292568
409,98767991940181526,101383793567806688,1495.9088212921006,1463.0563168127405
410,98767991926151025,101383793567806688,1625.7956002793296,1486.9083809831043
411,98767991866488695,101383793567806688,1570.544613471997,1507.572311040364
412,103461966965149786,101383793567806688,1494.096774219886,1523.6941766270684
413,101383793574360315,101383793567806688,1524.8497133331016,1540.5215830188001
414,101383793572656373,101383793567806688,1478.9554697826698,1554.3362920805394
415,101383793569248484,101383793567806688,1547.0798476030805,1570.758283214404
416,99322214695067838,99322214689444546,1277.0494615144128,1414.9614152890185
417,99322214695067838,98767991940181526,1269.9775023028603,1502.980780503653
